month,1,2,3,number of clusters
1979-05,13,7,6,23
1979-06,26,16,10,216
1979-07,26,16,10,269
1979-08,25,16,9,283
1979-09,26,15,11,279
1979-10,26,16,10,282
1979-11,25,16,9,277
1979-12,28,18,10,252
1980-01,31,18,13,263
1980-02,29,18,11,255
1980-03,31,19,12,268
1980-04,27,19,8,268
1980-05,30,19,11,273
1980-06,30,19,11,263
1980-07,30,22,8,257
1980-08,26,19,7,260
1980-09,31,20,11,243
1980-10,32,21,11,237
1980-11,33,20,13,216
1980-12,33,23,10,235
1981-01,37,24,13,235
1981-02,37,24,13,232
1981-03,31,19,12,202
1981-04,30,18,12,194
1981-05,29,19,10,198
1981-06,29,18,11,186
1981-07,31,19,12,226
1981-08,30,19,11,207
1981-09,28,17,11,177
1981-10,30,16,14,177
1981-11,27,16,11,189
1981-12,28,16,12,205
1982-01,25,13,12,213
1982-02,23,12,11,222
1982-03,21,11,10,204
1982-04,19,10,9,205
1982-05,26,15,11,204
1982-06,28,15,13,231
1982-07,24,13,11,235
1982-08,26,15,11,234
1982-09,24,13,11,232
1982-10,27,16,11,223
1982-11,28,15,13,206
1982-12,29,15,14,195
1983-01,30,16,14,204
1983-02,27,14,13,210
1983-03,32,17,15,190
1983-04,29,15,14,192
1983-05,35,19,16,178
1983-06,27,14,13,203
1983-07,27,14,13,206
1983-08,27,14,13,206
1983-09,25,13,12,199
1983-10,27,14,13,200
1983-11,29,15,14,191
1983-12,29,16,13,197
1984-01,29,16,13,201
1984-02,30,18,12,202
1984-03,28,17,11,201
1984-04,29,17,12,199
1984-05,29,17,12,198
1984-06,29,17,12,196
1984-07,28,17,11,195
1984-08,27,17,10,194
1984-09,29,17,12,182
1984-10,29,17,12,183
1984-11,29,17,12,186
1984-12,25,13,12,201
1985-01,21,12,9,203
1985-02,25,13,12,207
1985-03,25,13,12,196
1985-04,25,13,12,198
1985-05,29,15,14,203
1985-06,30,17,13,197
1985-07,26,14,12,199
1985-08,26,14,12,196
1985-09,34,20,14,184
1985-10,33,21,12,178
1985-11,34,21,13,181
1985-12,28,15,13,196
1986-01,33,17,16,190
1986-02,28,15,13,190
1986-03,29,16,13,176
1986-04,31,19,12,169
1986-05,32,17,15,181
1986-06,29,16,13,170
1986-07,33,17,16,168
1986-08,35,19,16,167
1986-09,45,27,18,153
1986-10,33,18,15,163
1986-11,31,16,15,165
1986-12,29,15,14,185
1987-01,27,14,13,185
1987-02,27,14,13,179
1987-03,25,14,11,176
1987-04,24,14,10,179
1987-05,26,14,12,176
1987-06,27,15,12,189
1987-07,27,14,13,186
1987-08,27,14,13,192
1987-09,29,15,14,185
1987-10,29,15,14,194
1987-11,28,15,13,198
1987-12,29,15,14,205
1988-01,30,17,13,199
1988-02,31,16,15,209
1988-03,26,14,12,210
1988-04,26,14,12,208
1988-05,25,14,11,213
1988-06,27,16,11,211
1988-07,27,16,11,213
1988-08,31,16,15,220
1988-09,31,17,14,224
1988-10,32,17,15,224
1988-11,34,19,15,223
1988-12,34,18,16,247
1989-01,27,16,11,251
1989-02,34,18,16,243
1989-03,33,17,16,251
1989-04,31,16,15,268
1989-05,35,19,16,273
1989-06,30,16,14,278
1989-07,29,16,13,273
1989-08,31,16,15,283
1989-09,33,17,16,273
1989-10,35,20,15,265
1989-11,27,15,12,269
1989-12,37,19,18,275
1990-01,32,19,13,289
1990-02,33,18,15,297
1990-03,34,18,16,282
1990-04,41,23,18,287
1990-05,39,21,18,297
1990-06,39,21,18,291
1990-07,39,20,19,291
1990-08,39,21,18,290
1990-09,39,20,19,288
1990-10,43,22,21,292
1990-11,36,19,17,308
1990-12,33,17,16,339
1991-01,37,20,17,337
1991-02,36,19,17,344
1991-03,31,17,14,337
1991-04,33,18,15,343
1991-05,35,18,17,342
1991-06,34,19,15,351
1991-07,41,23,18,347
1991-08,36,23,13,365
1991-09,36,21,15,353
1991-10,35,18,17,350
1991-11,30,17,13,354
1991-12,37,19,18,352
1992-01,33,18,15,349
1992-02,29,15,14,349
1992-03,29,15,14,340
1992-04,35,19,16,353
1992-05,31,16,15,353
1992-06,35,19,16,350
1992-07,33,18,15,349
1992-08,32,17,15,362
1992-09,35,19,16,340
1992-10,37,21,16,346
1992-11,37,19,18,354
1992-12,36,21,15,364
1993-01,39,20,19,340
1993-02,41,21,20,350
1993-03,44,28,16,348
1993-04,48,32,16,360
1993-05,45,29,16,357
1993-06,40,21,19,333
1993-07,38,20,18,343
1993-08,35,18,17,351
1993-09,40,21,19,352
1993-10,37,20,17,342
1993-11,44,25,19,348
1993-12,40,22,18,360
1994-01,38,21,17,373
1994-02,40,21,19,364
1994-03,38,21,17,344
1994-04,39,21,18,339
1994-05,40,21,19,350
1994-06,35,20,15,369
1994-07,35,20,15,377
1994-08,42,22,20,366
1994-09,34,18,16,357
1994-10,39,20,19,366
1994-11,37,19,18,363
1994-12,42,23,19,368
1995-01,42,22,20,373
1995-02,43,24,19,369
1995-03,41,21,20,371
1995-04,34,19,15,374
1995-05,34,19,15,370
1995-06,40,21,19,355
1995-07,41,21,20,352
1995-08,43,22,21,338
1995-09,38,22,16,374
1995-10,36,21,15,387
1995-11,48,27,21,386
1995-12,40,21,19,412
1996-01,39,21,18,413
1996-02,38,21,17,405
1996-03,39,21,18,376
1996-04,41,21,20,387
1996-05,46,25,21,389
1996-06,53,27,26,382
1996-07,54,28,26,420
1996-08,57,31,26,421
1996-09,44,24,20,419
1996-10,45,24,21,424
1996-11,55,34,21,423
1996-12,58,31,27,460
1997-01,53,27,26,472
1997-02,45,24,21,469
1997-03,42,22,20,429
1997-04,49,25,24,433
1997-05,43,23,20,440
1997-06,37,20,17,455
1997-07,43,22,21,445
1997-08,43,22,21,456
1997-09,38,22,16,445
1997-10,48,25,23,426
1997-11,45,24,21,432
1997-12,46,26,20,467
1998-01,41,21,20,462
1998-02,37,19,18,476
1998-03,50,27,23,466
1998-04,47,29,18,481
1998-05,39,21,18,486
1998-06,43,22,21,472
1998-07,45,24,21,458
1998-08,42,23,19,452
1998-09,40,21,19,473
1998-10,41,23,18,487
1998-11,41,21,20,483
1998-12,52,27,25,462
1999-01,45,23,22,475
1999-02,43,22,21,474
1999-03,49,28,21,458
1999-04,50,26,24,454
1999-05,50,27,23,446
1999-06,51,32,19,477
1999-07,54,33,21,472
1999-08,48,27,21,482
1999-09,51,26,25,479
1999-10,54,28,26,476
1999-11,54,28,26,485
1999-12,121,74,47,486
2000-01,121,73,48,497
2000-02,132,81,51,491
2000-03,51,29,22,463
2000-04,47,25,22,463
2000-05,45,23,22,447
2000-06,55,30,25,448
2000-07,47,25,22,457
2000-08,46,24,22,445
2000-09,41,21,20,446
2000-10,50,27,23,441
2000-11,56,30,26,436
2000-12,147,94,53,460
2001-01,160,88,72,462
2001-02,118,73,45,464
2001-03,164,113,51,434
2001-04,162,117,45,425
2001-05,133,83,50,423
2001-06,158,80,78,419
2001-07,152,83,69,431
2001-08,152,79,73,432
2001-09,153,93,60,425
2001-10,122,74,48,447
2001-11,153,98,55,440
2001-12,126,76,50,446
2002-01,133,82,51,447
2002-02,123,74,49,450
2002-03,131,72,59,430
2002-04,138,85,53,440
2002-05,129,82,47,428
2002-06,128,73,55,434
2002-07,121,70,51,453
2002-08,120,74,46,465
2002-09,109,63,46,436
2002-10,109,62,47,461
2002-11,111,69,42,451
2002-12,125,80,45,445
2003-01,128,77,51,442
2003-02,117,70,47,445
2003-03,123,76,47,439
2003-04,125,81,44,461
2003-05,132,79,53,449
2003-06,147,89,58,446
2003-07,147,85,62,450
2003-08,149,84,65,463
2003-09,114,65,49,463
2003-10,125,67,58,463
2003-11,119,65,54,466
2003-12,90,47,43,441
2004-01,124,71,53,451
2004-02,87,46,41,455
2004-03,118,67,51,448
2004-04,102,59,43,459
2004-05,91,47,44,455
2004-06,112,67,45,435
2004-07,118,72,46,443
2004-08,106,65,41,440
2004-09,115,67,48,438
2004-10,120,73,47,467
2004-11,87,48,39,467
2004-12,95,48,47,457
2005-01,105,56,49,470
2005-02,105,54,51,444
2005-03,86,44,42,436
2005-04,77,41,36,434
2005-05,85,44,41,446
2005-06,92,53,39,465
2005-07,97,54,43,455
2005-08,86,49,37,452
2005-09,93,61,32,457
2005-10,88,45,43,453
2005-11,75,46,29,446
2005-12,113,65,48,440
2006-01,127,75,52,434
2006-02,136,83,53,434
2006-03,104,57,47,426
2006-04,110,63,47,421
2006-05,95,55,40,438
2006-06,89,52,37,416
2006-07,114,58,56,406
2006-08,103,56,47,419
2006-09,96,49,47,408
2006-10,99,53,46,411
2006-11,102,52,50,404
2006-12,104,53,51,399
2007-01,95,48,47,420
2007-02,94,48,46,430
2007-03,107,59,48,405
2007-04,100,51,49,402
2007-05,95,51,44,399
2007-06,101,51,50,372
2007-07,112,57,55,374
2007-08,125,71,54,371
2007-09,93,50,43,379
2007-10,99,50,49,369
2007-11,101,51,50,381
2007-12,114,73,41,379
2008-01,109,67,42,389
2008-02,111,68,43,387
2008-03,96,49,47,365
2008-04,107,60,47,369
2008-05,110,63,47,382
2008-06,79,40,39,366
2008-07,91,50,41,368
2008-08,108,66,42,370
2008-09,98,57,41,377
2008-10,100,57,43,377
2008-11,99,56,43,387
2008-12,45,25,20,387
2009-01,56,36,20,382
2009-02,44,25,19,385
2009-03,50,28,22,391
2009-04,48,28,20,382
2009-05,54,29,25,390
2009-06,83,50,33,390
2009-07,78,55,23,395
2009-08,77,51,26,390
2009-09,82,56,26,395
2009-10,83,56,27,390
2009-11,73,48,25,391
2009-12,65,41,24,392
2010-01,60,41,19,410
2010-02,50,28,22,410
2010-03,60,36,24,383
2010-04,53,28,25,385
2010-05,41,21,20,385
2010-06,46,24,22,409
2010-07,48,26,22,395
2010-08,40,22,18,408
2010-09,59,33,26,399
2010-10,57,33,24,389
2010-11,55,33,22,405
2010-12,51,27,24,397
2011-01,42,25,17,396
2011-02,51,28,23,397
2011-03,72,39,33,410
2011-04,72,39,33,397
2011-05,71,40,31,405
2011-06,70,38,32,407
2011-07,78,47,31,409
2011-08,66,36,30,415
2011-09,55,33,22,413
2011-10,47,29,18,420
2011-11,77,48,29,410
2011-12,50,29,21,363
2012-01,45,24,21,351
2012-02,47,26,21,362
2012-03,87,52,35,367
2012-04,71,46,25,383
2012-05,64,40,24,387
2012-06,74,40,34,382
2012-07,72,39,33,375
2012-08,74,39,35,370
2012-09,63,39,24,368
2012-10,62,35,27,373
2012-11,64,35,29,366
2012-12,83,51,32,367
2013-01,65,40,25,364
2013-02,82,55,27,362
2013-03,90,66,24,354
2013-04,84,59,25,361
2013-05,80,52,28,360
2013-06,78,51,27,360
2013-07,78,51,27,364
2013-08,75,38,37,360
2013-09,66,36,30,362
2013-10,69,42,27,351
2013-11,70,43,27,362
2013-12,88,51,37,378
2014-01,88,50,38,371
2014-02,89,51,38,376
2014-03,83,45,38,377
2014-04,82,43,39,383
2014-05,93,54,39,383
2014-06,95,76,19,368
2014-07,85,49,36,377
2014-08,90,54,36,370
2014-09,85,52,33,375
2014-10,83,51,32,369
2014-11,83,51,32,363
2014-12,81,46,35,357
2015-01,82,45,37,350
2015-02,82,49,33,355
2015-03,82,44,38,353
2015-04,84,46,38,351
2015-05,84,44,40,351
2015-06,86,69,17,357
2015-07,75,41,34,356
2015-08,98,75,23,357
2015-09,84,61,23,358
2015-10,85,64,21,351
2015-11,89,63,26,347
2015-12,85,64,21,336
2016-01,90,68,22,340
2016-02,74,53,21,334
2016-03,83,64,19,320
2016-04,79,56,23,324
2016-05,83,60,23,320
2016-06,75,54,21,331
2016-07,76,55,21,323
2016-08,78,56,22,326
2016-09,86,65,21,326
2016-10,86,65,21,321
2016-11,86,66,20,324
2016-12,70,36,34,357
2017-01,70,36,34,340
2017-02,70,36,34,338
2017-03,68,35,33,337
2017-04,69,35,34,332
2017-05,68,35,33,334
2017-06,58,32,26,331
2017-07,58,32,26,337
2017-08,78,57,21,335
2017-09,56,29,27,330
2017-10,75,56,19,324
2017-11,75,56,19,332
2017-12,79,40,39,326
2018-01,69,39,30,327
2018-02,81,41,40,321
2018-03,84,43,41,312
2018-04,84,43,41,313
2018-05,84,43,41,318
2018-06,83,45,38,323
2018-07,60,34,26,326
2018-08,79,40,39,339
2018-09,68,41,27,343
2018-10,61,37,24,346
2018-11,66,38,28,336
2018-12,83,46,37,354
2019-01,81,41,40,343
2019-02,60,41,19,352
2019-03,74,38,36,341
2019-04,75,42,33,340
2019-05,56,37,19,332
2019-06,74,39,35,336
2019-07,53,33,20,336
2019-08,67,34,33,345
2019-09,67,38,29,346
2019-10,67,38,29,345
2019-11,67,38,29,341
2019-12,71,42,29,346
2020-01,70,41,29,339
2020-02,72,43,29,333
2020-03,64,34,30,325
2020-04,64,36,28,330
2020-05,64,36,28,321
2020-06,66,42,24,328
2020-07,67,43,24,328
2020-08,60,36,24,331
2020-09,57,34,23,337
2020-10,57,34,23,329
2020-11,52,28,24,324
2020-12,88,52,36,325
2021-01,85,60,25,310
2021-02,85,60,25,312
2021-03,77,48,29,301
2021-04,91,64,27,303
2021-05,77,54,23,306
2021-06,66,45,21,313
2021-07,76,53,23,320
2021-08,76,52,24,307
2021-09,61,35,26,324
2021-10,61,32,29,325
2021-11,61,41,20,323
2021-12,65,37,28,308
2022-01,76,48,28,305
2022-02,65,37,28,301
2022-03,61,32,29,298
2022-04,64,36,28,297
2022-05,63,36,27,299
2022-06,63,36,27,297
2022-07,64,36,28,273
2022-08,64,36,28,259
