month,invested,first,second,number of clusters
1990-01,1953,114,96,30
1990-02,1958,99,93,30
1990-03,1921,99,92,30
1990-04,1927,96,95,30
1990-05,1951,93,89,30
1990-06,1969,107,98,30
1990-07,1981,98,96,30
1990-08,2009,104,99,30
1990-09,2005,109,106,30
1990-10,2021,109,102,30
1990-11,2037,102,97,30
1990-12,2126,123,122,30
1991-01,2149,117,99,30
1991-02,2166,109,101,30
1991-03,2112,102,98,30
1991-04,2139,106,101,30
1991-05,2159,112,107,30
1991-06,2183,109,104,30
1991-07,2216,106,105,30
1991-08,2240,111,109,30
1991-09,2219,109,106,30
1991-10,2230,117,107,30
1991-11,2233,110,100,30
1991-12,2295,121,109,30
1992-01,2288,128,109,30
1992-02,2284,119,107,30
1992-03,2232,107,101,30
1992-04,2237,114,113,30
1992-05,2244,105,104,30
1992-06,2276,121,111,30
1992-07,2295,106,104,30
1992-08,2305,115,107,30
1992-09,2279,124,120,30
1992-10,2284,123,110,30
1992-11,2294,112,104,30
1992-12,2349,123,118,30
1993-01,2343,125,122,30
1993-02,2358,130,115,30
1993-03,2293,116,114,30
1993-04,2306,119,111,30
1993-05,2314,123,108,30
1993-06,2317,118,110,30
1993-07,2334,113,112,30
1993-08,2339,124,122,30
1993-09,2302,136,111,30
1993-10,2306,127,119,30
1993-11,2315,106,101,30
1993-12,2375,132,127,30
1994-01,2390,119,115,30
1994-02,2389,118,108,30
1994-03,2331,132,121,30
1994-04,2335,126,108,30
1994-05,2355,127,126,30
1994-06,2345,134,111,30
1994-07,2365,159,121,30
1994-08,2382,113,108,30
1994-09,2349,125,118,30
1994-10,2341,136,122,30
1994-11,2337,135,116,30
1994-12,2376,144,112,30
1995-01,2382,140,122,30
1995-02,2380,129,113,30
1995-03,2351,123,114,30
1995-04,2359,146,113,30
1995-05,2378,117,115,30
1995-06,2347,123,119,30
1995-07,2372,122,101,30
1995-08,2395,131,125,30
1995-09,2382,121,113,30
1995-10,2393,111,106,30
1995-11,2416,114,112,30
1995-12,2672,148,135,30
1996-01,2686,134,127,30
1996-02,2708,132,126,30
1996-03,2494,129,115,30
1996-04,2537,136,124,30
1996-05,2560,149,137,30
1996-06,2576,135,131,30
1996-07,2867,153,136,30
1996-08,2895,142,135,30
1996-09,2808,148,145,30
1996-10,2832,146,144,30
1996-11,2861,137,133,30
1996-12,2985,161,150,30
1997-01,2991,173,136,30
1997-02,2991,147,145,30
1997-03,2847,129,126,30
1997-04,2895,170,141,30
1997-05,2904,155,125,30
1997-06,2930,153,141,30
1997-07,2965,186,159,30
1997-08,3001,140,139,30
1997-09,2938,141,139,30
1997-10,2963,149,147,30
1997-11,2979,174,141,30
1997-12,3136,188,177,30
1998-01,3187,164,147,30
1998-02,3217,172,148,30
1998-03,3180,185,156,30
1998-04,3201,162,153,30
1998-05,3220,161,149,30
1998-06,3163,140,139,30
1998-07,3168,187,160,30
1998-08,3177,169,157,30
1998-09,3116,147,144,30
1998-10,3124,163,145,30
1998-11,3146,157,153,30
1998-12,3145,161,148,30
1999-01,3156,156,154,30
1999-02,3161,149,136,30
1999-03,3317,177,154,30
1999-04,3316,173,154,30
1999-05,3314,167,154,30
1999-06,3269,187,158,30
1999-07,3297,189,153,30
1999-08,3314,165,150,30
1999-09,3312,150,140,30
1999-10,3343,180,152,30
1999-11,3391,195,164,30
1999-12,3578,172,164,30
2000-01,3609,188,171,30
2000-02,3608,206,189,30
2000-03,3061,203,178,30
2000-04,3082,170,168,30
2000-05,3110,181,162,30
2000-06,3071,151,142,30
2000-07,3102,137,130,30
2000-08,3122,164,149,30
2000-09,3045,169,153,30
2000-10,3064,171,139,30
2000-11,3096,153,144,30
2000-12,3579,202,160,30
2001-01,3587,183,173,30
2001-02,3606,159,151,30
2001-03,3461,155,152,30
2001-04,3469,186,173,30
2001-05,3479,168,165,30
2001-06,3444,184,172,30
2001-07,3449,169,156,30
2001-08,3477,178,147,30
2001-09,3377,155,147,30
2001-10,3406,193,169,30
2001-11,3442,190,172,30
2001-12,3496,199,155,30
2002-01,3518,176,162,30
2002-02,3532,203,171,30
2002-03,3425,158,153,30
2002-04,3452,182,170,30
2002-05,3485,192,172,30
2002-06,3466,202,180,30
2002-07,3498,184,178,30
2002-08,3525,200,163,30
2002-09,3445,189,147,30
2002-10,3447,179,177,30
2002-11,3452,173,166,30
2002-12,3439,185,156,30
2003-01,3446,176,156,30
2003-02,3453,198,184,30
2003-03,3360,194,169,30
2003-04,3363,176,166,30
2003-05,3381,158,148,30
2003-06,3377,184,162,30
2003-07,3405,156,152,30
2003-08,3433,167,164,30
2003-09,3382,193,165,30
2003-10,3390,179,172,30
2003-11,3420,168,153,30
2003-12,3469,167,163,30
2004-01,3496,184,150,30
2004-02,3499,159,153,30
2004-03,3422,183,173,30
2004-04,3442,167,161,30
2004-05,3477,171,155,30
2004-06,3458,169,166,30
2004-07,3480,184,161,30
2004-08,3511,178,172,30
2004-09,3471,168,164,30
2004-10,3486,169,167,30
2004-11,3499,157,155,30
2004-12,3526,171,164,30
2005-01,3530,177,165,30
2005-02,3531,198,158,30
2005-03,3439,176,160,30
2005-04,3441,158,152,30
2005-05,3451,199,175,30
2005-06,3399,165,162,30
2005-07,3398,184,175,30
2005-08,3405,177,172,30
2005-09,3329,176,154,30
2005-10,3325,165,163,30
2005-11,3328,195,174,30
2005-12,3354,171,169,30
2006-01,3360,188,183,30
2006-02,3362,194,162,30
2006-03,3280,185,156,30
2006-04,3280,163,161,30
2006-05,3286,159,157,30
2006-06,3252,174,153,30
2006-07,3258,162,146,30
2006-08,3266,164,158,30
2006-09,3191,152,151,30
2006-10,3192,177,174,30
2006-11,3202,183,151,30
2006-12,3199,191,172,30
2007-01,3201,173,144,30
2007-02,3207,184,151,30
2007-03,3102,180,161,30
2007-04,3101,156,142,30
2007-05,3097,181,152,30
2007-06,3036,170,147,30
2007-07,3039,150,145,30
2007-08,3043,160,148,30
2007-09,2998,158,148,30
2007-10,3001,168,148,30
2007-11,3004,150,147,30
2007-12,3001,173,167,30
2008-01,3014,165,151,30
2008-02,3023,156,132,30
2008-03,2968,139,137,30
2008-04,2976,142,128,30
2008-05,2981,162,127,30
2008-06,2963,149,144,30
2008-07,2983,152,141,30
2008-08,2997,148,141,30
2008-09,2941,152,133,30
2008-10,2944,146,145,30
2008-11,2958,191,156,30
2008-12,2668,141,130,30
2009-01,2688,140,133,30
2009-02,2691,166,129,30
2009-03,2935,175,151,30
2009-04,2935,151,141,30
2009-05,2942,145,140,30
2009-06,2918,142,140,30
2009-07,2942,163,132,30
2009-08,2955,153,137,30
2009-09,2920,151,126,30
2009-10,2924,168,132,30
2009-11,2930,129,128,30
2009-12,2730,168,146,30
2010-01,2744,142,130,30
2010-02,2750,159,137,30
2010-03,2658,150,127,30
2010-04,2662,157,126,30
2010-05,2672,144,120,30
2010-06,2640,135,122,30
2010-07,2653,121,118,30
2010-08,2663,135,124,30
2010-09,2614,157,131,30
2010-10,2613,157,129,30
2010-11,2626,140,122,30
2010-12,2669,129,128,30
2011-01,2680,154,124,30
2011-02,2687,146,128,30
2011-03,2845,157,143,30
2011-04,2854,173,134,30
2011-05,2860,156,150,30
2011-06,2834,154,142,30
2011-07,2851,149,137,30
2011-08,2865,156,141,30
2011-09,2830,142,137,30
2011-10,2832,144,127,30
2011-11,2845,157,148,30
2011-12,2569,166,126,30
2012-01,2583,128,119,30
2012-02,2583,147,140,30
2012-03,2778,161,143,30
2012-04,2783,178,144,30
2012-05,2786,154,123,30
2012-06,2760,157,154,30
2012-07,2768,158,137,30
2012-08,2772,143,139,30
2012-09,2753,173,134,30
2012-10,2749,136,126,30
2012-11,2750,139,132,30
2012-12,2750,159,138,30
2013-01,2751,162,136,30
2013-02,2752,165,133,30
2013-03,2680,152,143,30
2013-04,2676,159,136,30
2013-05,2677,144,139,30
2013-06,2654,148,147,30
2013-07,2655,158,139,30
2013-08,2658,134,129,30
2013-09,2608,128,127,30
2013-10,2617,143,126,30
2013-11,2626,151,129,30
2013-12,2655,137,132,30
2014-01,2662,161,139,30
2014-02,2665,131,129,30
2014-03,2620,149,116,30
2014-04,2635,131,125,30
2014-05,2643,151,122,30
2014-06,2623,124,118,30
2014-07,2631,152,128,30
2014-08,2640,138,129,30
2014-09,2603,143,137,30
2014-10,2601,138,119,30
2014-11,2604,129,120,30
2014-12,2623,144,134,30
2015-01,2640,147,114,30
2015-02,2642,162,126,30
2015-03,2608,171,136,30
2015-04,2613,148,123,30
2015-05,2618,165,115,30
2015-06,2584,147,120,30
2015-07,2585,135,129,30
2015-08,2598,157,123,30
2015-09,2538,148,139,30
2015-10,2538,145,124,30
2015-11,2542,146,128,30
2015-12,2532,129,124,30
2016-01,2533,140,125,30
2016-02,2536,127,118,30
2016-03,2494,122,116,30
2016-04,2507,117,115,30
2016-05,2512,124,122,30
2016-06,2483,125,121,30
2016-07,2485,148,118,30
2016-08,2494,124,117,30
2016-09,2454,143,123,30
2016-10,2457,125,120,30
2016-11,2471,129,118,30
2016-12,2468,145,111,30
2017-01,2470,125,114,30
2017-02,2473,114,111,30
2017-03,2411,118,113,30
2017-04,2415,122,118,30
2017-05,2426,118,117,30
2017-06,2390,132,129,30
2017-07,2402,126,122,30
2017-08,2410,138,123,30
2017-09,2383,126,117,30
2017-10,2398,112,111,30
2017-11,2412,127,126,30
2017-12,2433,119,114,30
2018-01,2437,112,104,30
2018-02,2451,138,126,30
2018-03,2391,128,119,30
2018-04,2411,130,115,30
2018-05,2429,137,129,30
2018-06,2404,115,110,30
2018-07,2415,120,106,30
2018-08,2434,121,119,30
2018-09,2395,121,109,30
2018-10,2403,141,113,30
2018-11,2416,127,119,30
2018-12,2432,134,124,30
2019-01,2440,117,112,30
2019-02,2445,120,114,30
2019-03,2360,127,114,30
2019-04,2359,123,121,30
2019-05,2362,113,111,30
2019-06,2358,126,121,30
2019-07,2367,109,105,30
2019-08,2396,137,125,30
2019-09,2363,131,128,30
2019-10,2367,132,110,30
2019-11,2375,122,117,30
2019-12,2391,152,113,30
2020-01,2396,123,115,30
2020-02,2395,122,115,30
2020-03,2324,123,107,30
2020-04,2319,127,117,30
2020-05,2319,140,138,30
2020-06,2303,130,123,30
2020-07,2299,116,112,30
2020-08,2299,130,125,30
2020-09,2272,134,118,30
2020-10,2270,145,128,30
2020-11,2270,116,111,30
2020-12,2276,129,126,30
2021-01,2274,131,117,30
2021-02,2273,134,120,30
2021-03,2206,123,117,30
2021-04,2205,110,108,30
2021-05,2204,119,108,30
2021-06,2171,126,104,30
2021-07,2166,121,115,30
2021-08,2168,144,106,30
2021-09,2144,136,120,30
2021-10,2144,114,113,30
2021-11,2143,107,105,30
2021-12,2155,122,102,30
2022-01,2155,119,108,30
2022-02,2155,110,104,30
2022-03,2084,114,100,30
2022-04,2082,111,102,30
2022-05,2081,105,98,30
2022-06,2062,109,97,30
2022-07,1911,98,97,30
2022-08,1845,102,94,30
